service,top90_trace_num,top90_cg_num,ms_num,label
S_7219360,16970,39,8,0
S_125457657,16969,38,8,0
S_1234110,16966,38,8,0
S_125461619,16965,39,8,0
S_65587847,16960,39,8,0
S_46425788,16959,40,8,0
S_66784484,16957,39,8,0
S_105105393,16956,39,8,0
S_106899449,16956,39,8,0
S_91927453,16954,38,8,0
S_79357002,16950,37,8,0
S_54205735,16948,39,8,0
S_120069510,16946,39,8,0
S_112286272,16942,38,8,0
S_65586502,16940,38,8,0
S_68578499,16940,39,8,0
S_119475901,16939,38,8,0
S_95517301,16933,39,8,0
S_145816534,16928,38,8,0
S_114684806,16925,39,8,0
S_38642075,16918,39,8,0
S_9611448,16915,39,8,0
S_58399478,16915,39,8,0
S_102708319,16915,40,8,0
S_124261620,16909,38,8,0
S_83543664,16908,39,8,0
S_118880377,16908,39,8,0
S_55401653,16897,38,8,0
S_8418551,16892,39,8,0
S_58996725,16891,38,8,0
S_105705251,16891,39,8,0
S_117683359,16889,38,8,0
S_141023781,16886,39,8,0
S_61397508,16884,39,8,0
S_133245877,16883,38,8,0
S_41633251,16883,38,8,0
S_83544970,16879,39,8,0
S_144618166,16878,38,8,0
S_151799128,16877,39,8,0
S_17698879,16875,39,8,0
S_69772356,16868,40,8,0
S_68577408,16865,39,8,0
S_158389070,16859,38,8,0
S_56000430,16859,38,8,0
S_123664062,16858,39,8,0
S_111687569,16856,38,8,0
S_148211512,16855,40,8,0
S_41037352,16855,38,8,0
S_87734306,16852,39,8,0
S_73969002,16847,39,8,0
S_57800094,16845,38,8,0
S_153596922,16844,39,8,0
S_30264154,16844,39,8,0
S_102709712,16844,39,8,0
S_29662769,16844,39,8,0
S_84738071,16843,39,8,0
S_154792396,16843,39,8,0
S_53011573,16840,39,8,0
S_25472505,16840,38,8,0
S_75766113,16840,39,8,0
S_160184865,16839,38,8,0
S_17696320,16839,39,8,0
S_64392409,16837,38,8,0
S_12606639,16836,40,8,0
S_138031621,16834,38,8,0
S_88935286,16834,39,8,0
S_119474983,16832,39,8,0
S_137433923,16830,38,8,0
S_79356370,16827,39,8,0
S_39844646,16823,39,8,0
S_20691275,16822,38,8,0
S_9016338,16819,39,8,0
S_43432961,16818,39,8,0
S_26673106,16816,40,8,0
S_30262268,16812,40,8,0
S_99713539,16807,39,8,0
S_155995218,16807,39,8,0
S_138627982,16804,39,8,0
S_75764360,16804,37,8,0
S_102107729,16800,39,8,0
S_148213747,16800,38,8,0
S_51220012,16799,39,8,0
S_24276463,16796,38,8,0
S_22484002,16793,39,8,0
S_76362933,16792,38,8,0
S_152995115,16791,39,8,0
S_108692896,16790,39,8,0
S_6622041,16786,39,8,0
S_132045202,16785,39,8,0
S_26640557,16784,124,25,1
S_44630467,16781,38,8,0
S_79953757,16780,39,8,0
S_114078711,16778,38,8,0
S_83543658,16778,38,8,0
S_51217426,16777,39,8,0
S_164378476,16776,38,8,0
S_120073891,16773,39,8,0
S_153594676,16769,38,8,0
S_10213100,16767,38,8,0
S_130254400,16767,39,8,0
S_21286541,16762,38,8,0
S_163778884,16757,39,8,0
S_44033948,16756,38,8,0
S_44031027,16754,38,8,0
S_22482938,16754,39,8,0
S_110490464,16753,38,8,0
S_107496113,16752,39,8,0
S_15897144,16750,38,8,0
S_79358392,16747,38,8,0
S_75761560,16746,39,8,0
S_160187363,16746,39,8,0
S_88337925,16744,39,8,0
S_58398105,16741,38,8,0
S_62594849,16741,38,8,0
S_112887835,16741,39,8,0
S_117683402,16738,39,8,0
S_5423421,16737,39,8,0
S_625327,16737,39,8,0
S_165571202,16734,39,8,0
S_103310819,16734,39,8,0
S_54208812,16734,39,8,0
S_69175299,16733,39,8,0
S_35019050,16730,17,5,1
S_93720816,16730,39,8,0
S_83540398,16729,38,8,0
S_69775804,16728,39,8,0
S_67380575,16728,39,8,0
S_141023408,16727,39,8,0
S_69178723,16723,39,8,0
S_97916744,16722,39,8,0
S_115884652,16718,38,8,0
S_22483037,16716,39,8,0
S_123664179,16708,39,8,0
S_161983912,16706,40,8,0
S_84145009,16703,39,8,0
S_64388726,16700,38,8,0
S_4227243,16699,39,8,0
S_36817896,16697,1,2,5
S_35650373,16693,39,8,0
S_17096843,16686,38,8,0
S_76963914,16684,39,8,0
S_73365884,16682,39,8,0
S_159589808,16681,39,8,0
S_15297788,16677,39,8,0
S_157792906,16673,39,8,0
S_79357782,16673,39,8,0
S_31461753,16671,39,8,0
S_148810160,16667,39,8,0
S_64390216,16666,38,8,0
S_60789131,16666,2,3,1
S_97315728,16663,38,8,0
S_5422930,16656,40,8,0
S_6622817,16649,38,8,0
S_132645976,16646,39,8,0
S_26667940,16645,39,8,0
S_7217474,16645,39,8,0
S_111085348,16643,38,8,0
S_147012484,16639,39,8,0
S_47029573,16638,38,8,0
S_111687522,16633,38,8,0
S_111687247,16633,39,8,0
S_127256615,16633,38,8,0
S_145820614,16631,40,8,0
S_24277683,16628,39,8,0
S_123066378,16625,38,8,0
S_65585582,16623,38,8,0
S_10212608,16618,39,8,0
S_141020498,16618,39,8,0
S_41625218,16608,1,3,1
S_61396890,16608,39,8,0
S_18893940,16606,39,8,0
S_33853590,16605,39,8,0
S_32057131,16603,39,8,0
S_43434017,16603,39,8,0
S_114686197,16597,40,8,0
S_47624977,16596,39,8,0
S_44034511,16595,39,8,0
S_50617227,16595,39,8,0
S_138029210,16595,38,8,0
S_72167201,16591,38,8,0
S_107497081,16591,40,8,0
S_145816937,16590,39,8,0
S_124862143,16590,39,8,0
S_53608465,16589,39,8,0
S_106299411,16587,40,8,0
S_18298454,16585,38,8,0
S_135638518,16583,38,8,0
S_153594709,16581,38,8,0
S_33851527,16577,39,8,0
S_93721672,16573,38,8,0
S_91330175,16570,38,8,0
S_79356241,16568,38,8,0
S_90130873,16564,38,8,0
S_94919490,16562,39,8,0
S_137429096,16562,39,8,0
S_101513136,16560,38,8,0
S_7218141,16559,39,8,0
S_1232110,16558,39,8,0
S_107497996,16557,39,8,0
S_14701022,16553,38,8,0
S_42836120,16549,38,8,0
S_68576659,16547,39,8,0
S_44031166,16544,39,8,0
S_44632519,16543,38,8,0
S_7216438,16539,40,8,0
S_28466390,16535,39,8,0
S_56001506,16521,39,8,0
S_106899448,16520,39,8,0
S_33851397,16519,39,8,0
S_24280587,16519,39,8,0
S_38047488,16519,39,8,0
S_75765621,16515,39,8,0
S_115281897,16515,38,8,0
S_95520759,16510,39,8,0
S_49416642,16504,40,8,0
S_32060447,16501,39,8,0
S_163178332,16500,39,8,0
S_131452015,16500,38,8,0
S_13203613,16497,39,8,0
S_130821650,16497,2,3,2
S_3026720,16495,39,8,0
S_164376768,16494,39,8,0
S_41637437,16491,39,8,0
S_112284833,16490,38,8,0
S_1825331,16490,39,8,0
S_41039664,16489,39,8,0
S_151801349,16488,38,8,0
S_145816271,16487,39,8,0
S_84139643,16485,38,8,0
S_165570201,16483,39,8,0
S_138026971,16480,39,8,0
S_72168158,16479,39,8,0
S_80553884,16475,38,8,0
S_81150672,16474,39,8,0
S_28434808,16471,1,2,1
S_41636580,16465,38,8,0
S_67978959,16463,39,8,0
S_36846841,16462,39,8,0
S_99716993,16459,39,8,0
S_84141558,16458,40,8,0
S_33663,16456,37,8,0
S_117084479,16455,39,8,0
S_14102342,16454,39,8,0
S_164979278,16453,38,8,0
S_72169128,16451,38,8,0
S_1831520,16447,39,8,0
S_30056,16446,39,8,0
S_30862734,16442,40,8,0
S_44032374,16442,38,8,0
S_115285955,16442,39,8,0
S_108094129,16434,39,8,0
S_54206337,16430,39,8,0
S_121273228,16429,39,8,0
S_130250036,16428,39,8,0
S_41638195,16427,38,8,0
S_119474979,16426,38,8,0
S_26672312,16425,39,8,0
S_45828248,16421,38,8,0
S_164380457,16415,39,8,0
S_93723111,16413,39,8,0
S_158390246,16411,40,8,0
S_149408996,16411,39,8,0
S_16497116,16411,39,8,0
S_162580251,16411,39,8,0
S_111085585,16410,39,8,0
S_120678097,16409,39,8,0
S_94923135,16405,39,8,0
S_49422655,16405,38,8,0
S_51216574,16404,39,8,0
S_135040538,16399,38,8,0
S_145817065,16399,38,8,0
S_161386717,16396,39,8,0
S_76962580,16394,39,8,0
S_60195447,16392,38,8,0
S_93722682,16390,38,8,0
S_98512852,16387,39,8,0
S_132045818,16385,38,8,0
S_126057594,16379,39,8,0
S_141625997,16379,38,8,0
S_29666270,16376,39,8,0
S_144024365,16374,38,8,0
S_13203528,16373,39,8,0
S_162584338,16369,39,8,0
S_51220015,16369,40,8,0
S_109890747,16368,39,8,0
S_84142884,16367,38,8,0
S_41040950,16366,39,8,0
S_79956845,16363,39,8,0
S_629527,16362,40,8,0
S_19490080,16362,39,8,0
S_72770971,16362,39,8,0
S_99716979,16361,38,8,0
S_127855506,16354,39,8,0
S_49422671,16354,38,8,0
S_79356151,16350,38,8,0
S_64988053,16347,37,8,0
S_155994501,16347,39,8,0
S_108694419,16345,38,8,0
S_94920334,16344,39,8,0
S_161385120,16340,39,8,0
S_109888391,16340,39,8,0
S_62595755,16329,39,8,0
S_51216916,16328,39,8,0
S_62592349,16324,38,8,0
S_92527956,16323,38,8,0
S_23080992,16323,39,8,0
S_137429909,16321,38,8,0
S_128457444,16319,39,8,0
S_129058019,16319,39,8,0
S_24277601,16319,39,8,0
S_63193620,16319,39,8,0
S_141022315,16318,38,8,0
S_165572242,16317,39,8,0
S_103904325,16312,39,8,0
S_53011542,16312,38,8,0
S_82945672,16309,39,8,0
S_20091042,16304,38,8,0
S_123665867,16300,38,8,0
S_66786135,16296,38,8,0
S_137433202,16296,39,8,0
S_20692012,16294,39,8,0
S_157190197,16293,39,8,0
S_43433955,16292,40,8,0
S_51219457,16291,39,8,0
S_89533733,16288,38,8,0
S_141621081,16286,39,8,0
S_114088826,16285,38,8,0
S_19492076,16277,39,8,0
S_114684888,16275,39,8,0
S_7819168,16271,39,8,0
S_107498856,16267,39,8,0
S_121273640,16259,39,8,0
S_1230972,16258,38,8,0
S_84742322,16256,39,8,0
S_164371732,16256,39,8,0
S_90729357,16256,39,8,0
S_2431642,16254,39,8,0
S_21289999,16252,38,8,0
S_50617246,16252,39,8,0
S_47029058,16251,39,8,0
S_132051573,16248,38,8,0
S_101512447,16247,38,8,0
S_160785511,16246,39,8,0
S_111085678,16243,39,8,0
S_77558773,16238,39,8,0
S_112287501,16237,38,8,0
S_160784054,16235,38,8,0
S_48790924,16234,1,2,1
S_81149641,16233,39,8,0
S_157189355,16233,38,8,0
S_12575507,16232,1,4,5
S_61994942,16228,40,8,0
S_136831963,16224,38,8,0
S_97316964,16221,39,8,0
S_57802675,16220,39,8,0
S_75166088,16218,38,8,0
S_15896052,16215,37,8,0
S_50619533,16214,39,8,0
S_42836746,16213,39,8,0
S_163180095,16213,39,8,0
S_85939916,16213,38,8,0
S_154187058,16213,39,8,0
S_9011802,16208,40,8,0
S_93723512,16207,39,8,0
S_63787488,16207,39,8,0
S_117684086,16203,38,8,0
S_82943516,16203,39,8,0
S_13783737,16198,38,8,0
S_40441373,16197,39,8,0
S_79353460,16193,39,8,0
S_111683921,16193,39,8,0
S_21886267,16192,39,8,0
S_117082383,16192,39,8,0
S_25474355,16190,39,8,0
S_18895598,16190,39,8,0
S_151802579,16190,38,8,0
S_152994549,16188,39,8,0
S_32657115,16185,39,8,0
S_74566070,16184,39,8,0
S_53010373,16183,39,8,0
S_44631901,16183,39,8,0
S_87135900,16183,38,8,0
S_37449492,16183,38,8,0
S_34453096,16183,39,8,0
S_42835190,16182,39,8,0
S_33256835,16180,38,8,0
S_6024245,16178,39,8,0
S_22485239,16178,38,8,0
S_71569365,16174,39,8,0
S_63789053,16174,39,8,0
S_161385527,16173,38,8,0
S_4226698,16170,38,8,0
S_29666802,16170,39,8,0
S_18295078,16165,38,8,0
S_21884410,16165,38,8,0
S_136835638,16163,39,8,0
S_37449509,16162,39,8,0
S_135637763,16158,39,8,0
S_144623045,16157,39,8,0
S_94315971,16153,40,8,0
S_162583123,16153,38,8,0
S_58399506,16152,38,8,0
S_139821965,16152,39,8,0
S_80551153,16148,39,8,0
S_135040385,16136,40,8,0
S_60196927,16135,40,8,0
S_127260705,16134,38,8,0
S_153000094,16133,39,8,0
S_72167676,16131,40,8,0
S_81752219,16127,39,8,0
S_46427228,16125,39,8,0
S_137428776,16122,38,8,0
S_91331245,16120,38,8,0
S_13205495,16117,39,8,0
S_136832849,16115,39,8,0
S_77560382,16110,39,8,0
S_9611444,16109,39,8,0
S_132646469,16097,39,8,0
S_151200786,16095,39,8,0
S_62596462,16094,39,8,0
S_88936215,16091,38,8,0
S_13785319,16091,38,8,0
S_133247095,16086,39,8,0
S_77557298,16084,39,8,0
S_78158582,16072,39,8,0
S_82346241,16070,38,8,0
S_73965379,16070,39,8,0
S_48817810,16069,39,8,0
S_80438740,16066,1,3,5
S_42234968,16064,38,8,0
S_119479347,16062,39,8,0
S_154191314,16061,39,8,0
S_150606124,16061,39,8,0
S_11406140,16061,38,8,0
S_157789260,16058,38,8,0
S_60195881,16052,39,8,0
S_130849558,16051,40,8,0
S_2428135,16050,39,8,0
S_39242866,16047,38,8,0
S_45827692,16047,38,8,0
S_94922479,16038,38,8,0
S_99115558,16036,38,8,0
S_62592054,16035,38,8,0
S_69767071,16025,39,8,0
S_10809307,16021,39,8,0
S_72172826,16021,38,8,0
S_30859157,16019,39,8,0
S_123071171,16019,38,8,0
S_54205779,16013,38,8,0
S_39843373,16009,39,8,0
S_81746638,16009,38,8,0
S_130853944,16007,38,8,0
S_61394116,16005,38,8,0
S_131449874,16002,40,8,0
S_41634006,16002,39,8,0
S_47624751,16000,39,8,0
S_34483,15994,39,8,0
S_72770295,15990,39,8,0
S_95520690,15986,38,8,0
S_72171483,15981,39,8,0
S_136833456,15979,38,8,0
S_164378013,15976,37,8,0
S_20687629,15976,39,8,0
S_60798179,15976,37,8,0
S_92522202,15976,38,8,0
S_10214920,15974,39,8,0
S_6620855,15973,39,8,0
S_17096725,15971,38,8,0
S_165570969,15970,39,8,0
S_74566629,15966,39,8,0
S_158988369,15965,38,8,0
S_159581876,15959,41,8,0
S_26669788,15955,38,8,0
S_44035200,15953,39,8,0
S_158392596,15948,39,8,0
S_154683771,15945,2,3,1
S_18895711,15940,38,8,0
S_105704449,15936,38,8,0
S_141625255,15924,38,8,0
S_114683776,15923,39,8,0
S_63790294,15923,40,8,0
S_96119463,15921,40,8,0
S_121870332,15919,39,8,0
S_42233469,15915,38,8,0
S_23083314,15911,39,8,0
S_99711334,15910,38,8,0
S_156591690,15907,39,8,0
S_61992259,15906,39,8,0
S_65583234,15900,40,8,0
S_102710452,15898,39,8,0
S_53609895,15893,38,8,0
S_24876131,15893,39,8,0
S_63185093,15890,3,3,1
S_63788332,15887,40,8,0
S_32656013,15887,38,8,0
S_69175228,15886,39,8,0
S_136832333,15885,38,8,0
S_155391692,15876,38,8,0
S_72168048,15875,39,8,0
S_69176012,15871,39,8,0
S_148808618,15869,39,8,0
S_39841201,15864,39,8,0
S_158393872,15857,38,8,0
S_36250363,15835,38,8,0
S_149406146,15834,39,8,0
S_10812722,15832,38,8,0
S_160185797,15831,39,8,0
S_3626607,15831,39,8,0
S_124861567,15831,39,8,0
S_88337980,15823,39,8,0
S_79953634,15823,39,8,0
S_85941711,15816,38,8,0
S_109291420,15816,39,8,0
S_72771001,15816,39,8,0
S_76359076,15813,39,8,0
S_100316440,15810,39,8,0
S_3629312,15809,39,8,0
S_111087457,15808,38,8,0
S_123668467,15803,39,8,0
S_145217833,15798,39,8,0
S_37446870,15798,39,8,0
S_102711694,15795,39,8,0
S_121871900,15795,38,8,0
S_133845431,15787,40,8,0
S_155395169,15785,38,8,0
S_138027436,15781,38,8,0
S_25474436,15774,39,8,0
S_59600472,15774,38,8,0
S_55402155,15772,38,8,0
S_68577236,15772,39,8,0
S_118278518,15771,38,8,0
S_24275767,15767,39,8,0
S_21886694,15752,38,8,0
S_99713904,15752,38,8,0
S_19490933,15752,40,8,0
S_158989307,15751,38,8,0
S_14098170,15750,39,8,0
S_60198332,15747,39,8,0
S_164944630,15744,1,2,5
S_29062657,15744,38,8,0
S_115283812,15744,37,8,0
S_139225946,15742,39,8,0
S_39838986,15736,38,8,0
S_52415321,15734,39,8,0
S_154794260,15722,39,8,0
S_127854431,15721,38,8,0
S_83541264,15720,39,8,0
S_32061806,15717,39,8,0
S_137432604,15714,38,8,0
S_15896611,15708,39,8,0
S_165573247,15708,39,8,0
S_71573360,15694,39,8,0
S_55991331,15686,1,3,1
S_100315674,15684,39,8,0
S_55396606,15680,4,3,1
S_77559164,15671,39,8,0
S_1828553,15669,39,8,0
S_165573782,15662,38,8,0
S_129057277,15652,39,8,0
S_24279461,15644,39,8,0
S_164377019,15643,38,8,0
S_57798318,15640,39,8,0
S_11412592,15635,39,8,0
S_33254590,15627,38,8,0
S_129653212,15626,39,8,0
S_97312432,15621,38,8,0
S_99712302,15614,38,8,0
S_119478741,15610,38,8,0
S_135639870,15600,39,8,0
S_13203373,15599,38,8,0
S_23085023,15598,39,8,0
S_32660699,15598,39,8,0
S_72769009,15592,38,8,0
S_132038066,15591,2,3,5
S_161984375,15584,38,8,0
S_2427585,15582,39,8,0
S_14688473,15576,5,6,1
S_115883272,15575,38,8,0
S_126056482,15574,39,8,0
S_60797737,15570,39,8,0
S_88334360,15568,39,8,0
S_144621447,15567,38,8,0
S_165573618,15566,39,8,0
S_129053915,15563,38,8,0
S_27272431,15555,40,8,0
S_139823473,15552,40,8,0
S_114685188,15547,38,8,0
S_150606927,15547,39,8,0
S_148809976,15544,39,8,0
S_58999546,15534,40,8,0
S_56001895,15530,39,8,0
S_30860780,15524,39,8,0
S_96116984,15517,39,8,0
S_4223511,15517,40,8,0
S_62593461,15512,39,8,0
S_13204807,15510,38,8,0
S_4792704,15507,7,3,1
S_161385353,15485,39,8,0
S_90729280,15480,40,8,0
S_14697053,15478,39,8,0
S_136235476,15473,38,8,0
S_151801380,15447,38,8,0
S_145820617,15430,40,8,0
S_73968152,15429,39,8,0
S_18297952,15416,39,8,0
S_153593566,15412,39,8,0
S_88337141,15411,39,8,0
S_86539221,15393,38,8,0
S_120073914,15389,38,8,0
S_90130306,15382,39,8,0
S_147016725,15368,39,8,0
S_81152778,15360,38,8,0
S_19495635,15357,38,8,0
S_4226355,15354,38,8,0
S_135037760,15338,39,8,0
S_111084177,15319,39,8,0
S_61398218,15309,38,8,0
S_34423092,15305,2,4,2
S_70341266,15295,2,3,1
S_120074777,15287,39,8,0
S_109889562,15284,39,8,0
S_9614332,15283,39,8,0
S_84143767,15283,39,8,0
S_155396395,15283,40,8,0
S_9582776,15279,1,2,1
S_38642185,15264,38,8,0
S_14700329,15247,39,8,0
S_73970261,15247,38,8,0
S_135638586,15245,39,8,0
S_49409654,15244,181,4,1
S_139826452,15243,38,8,0
S_147013104,15239,38,8,0
S_129055046,15189,40,8,0
S_53602871,15172,1,3,1
S_16495635,15152,40,8,0
S_35651779,15130,38,8,0
S_35050611,15076,39,8,0
S_147616095,15073,38,8,0
S_134444943,15067,39,8,0
S_44630269,15024,39,8,0
S_161384112,15018,39,8,0
S_140421290,15012,39,8,0
S_99112127,15008,38,8,0
S_149407234,15008,38,8,0
S_75130744,14988,2,3,1
S_154794837,14984,39,8,0
S_108684358,14958,5,5,2
S_141622879,14957,39,8,0
S_101477585,14934,1,5,5
S_53011776,14933,39,8,0
S_35055289,14873,38,8,0
S_98513948,14845,39,8,0
S_76363032,14837,39,8,0
S_133244394,14820,38,8,0
S_164976411,14718,39,8,0
S_26670886,14685,39,8,0
S_64986619,14645,39,8,0
S_81633957,14592,1,4,1
S_132049313,14566,39,8,0
S_62583433,14555,6,8,2
S_66783593,14489,39,8,0
S_47628203,14474,39,8,0
S_115276682,14464,1,3,1
S_157048433,14439,1,3,2
S_67361210,14426,2,4,5
S_45795213,14387,4,3,5
S_132644323,14381,39,8,0
S_83508288,14294,3,4,5
S_124825871,14269,258,3,1
S_27267311,14190,40,8,0
S_66784595,14183,38,8,0
S_126027232,14166,1,2,1
S_121241442,14131,7,3,1
S_106902577,14126,39,8,0
S_45219191,13877,1,3,1
S_73935147,13824,2,3,1
S_60195135,13815,39,8,0
S_24843868,13799,2,7,2
S_21886303,13683,38,8,0
S_152394661,13599,39,8,0
S_60798082,13598,4,4,2
S_3028847,13596,39,8,0
S_126059064,13493,4,4,2
S_166139152,13470,3,3,5
S_152376382,13413,2,6,5
S_96685457,13351,1,4,2
S_133813032,13347,1,2,5
S_44630295,13233,4,4,2
S_145209407,13204,3,5,2
S_8384776,13200,4,5,1
S_48221007,13171,4,4,2
S_157191339,13105,4,4,2
S_145787133,13095,2,6,5
S_161981699,13032,4,4,2
S_147016256,13028,4,4,2
S_16497483,13019,4,4,2
S_100902177,13012,1,3,1
S_148807632,13011,4,4,2
S_111684133,12994,4,4,2
S_54806068,12972,4,4,2
S_88335588,12958,4,4,2
S_127256556,12936,4,4,2
S_74565767,12910,4,4,2
S_29064536,12897,4,4,2
S_15299126,12897,4,4,2
S_75129597,12891,1,4,5
S_6587869,12881,2,4,5
S_64390313,12876,4,4,2
S_138624934,12866,4,4,2
S_99710688,12852,4,4,2
S_159590290,12806,4,4,2
S_6020598,12802,4,4,2
S_115283238,12800,4,4,2
S_87736265,12799,4,4,2
S_42823879,12792,10,7,5
S_104473903,12736,1,3,1
S_135040211,12733,4,4,2
S_6622160,12700,4,4,2
S_32060078,12696,4,4,2
S_72167107,12685,4,4,2
S_33257293,12684,4,4,2
S_21886288,12681,4,4,2
S_96716882,12678,4,4,2
S_142220798,12674,4,4,2
S_91927395,12663,4,4,2
S_109892317,12640,4,4,2
S_139226169,12628,4,4,2
S_48224748,12608,4,4,2
S_20689426,12595,4,4,2
S_127825074,12571,1,3,1
S_96715428,12566,4,4,2
S_29463,12545,4,4,2
S_155394428,12540,4,4,2
S_139822670,12532,4,4,2
S_111084025,12447,4,4,2
S_66182613,12443,4,4,2
S_99680464,12429,1,4,2
S_56598639,12428,4,4,2
S_6622237,12412,4,4,2
S_47623349,12390,4,4,2
S_100312185,12372,4,4,2
S_47622950,12370,4,4,2
S_36847347,12364,4,4,2
S_20690527,12364,4,4,2
S_2428035,12358,4,4,2
S_26669349,12356,4,4,2
S_151800873,12338,4,4,2
S_161353509,12271,1,2,1
S_61387941,12255,1,3,1
S_140391319,12243,605,3,1
S_88913321,12171,4,8,5
S_67950635,11840,1,4,5
S_18264869,11788,1,5,5
S_41602550,11785,2,3,5
S_77526866,11688,4,3,1
S_44620130,11583,12,12,2
S_105692264,11576,49,10,2
S_3596077,11559,36,3,1
S_95489329,11403,1,4,5
S_55970208,11274,1,2,5
S_95509298,11156,2,5,1
S_35048547,10827,11,6,4
S_29653067,10796,4,4,2
S_8409185,10730,1,3,1
S_58367691,10686,1,4,5
S_118167343,10297,1,3,2
S_132626206,10294,24,15,1
S_23051974,10094,1,3,5
S_127227316,10037,1,3,2
S_107465189,10035,163,51,1
S_107466748,9878,2,5,2
S_162551428,9708,2,5,5
S_132639282,9560,1,3,1
S_153584695,9421,5,6,2
S_2399283,9371,31,10,1
S_129796703,9328,1,3,5
S_70965305,8907,4,8,2
S_70342821,8870,1,3,1
S_94889092,8708,16,18,5
S_43402756,8705,1,2,1
S_117649253,8629,16,18,5
S_161912188,8552,1,3,2
S_82316115,8372,1,2,1
S_10780378,8341,1,3,1
S_130841689,8278,2,7,2
S_7186129,8247,1,3,2
S_63757600,8201,1,3,2
S_107489389,8193,2,4,5
S_80522227,8077,1,4,2
S_141013292,8056,8,5,2
S_46341404,8043,9,10,1
S_126027233,7965,1,2,1
S_46397574,7941,1,6,2
S_8301393,7824,1,2,1
S_57789661,7798,279,19,1
S_120066330,7794,5,9,1
S_99683210,7694,1,3,2
S_111075180,7607,2,7,1
S_99681215,7441,5,5,1
S_135031466,7184,2,4,1
S_52382165,7122,2,4,2
S_89523620,7080,2,6,2
S_84108377,6864,2,3,5
S_23072069,6752,7,13,1
S_38015286,6682,8,5,2
S_85329449,6651,2,7,2
S_145208876,6614,3,4,1
S_3607671,6472,5,5,5
S_98493745,6467,2,5,2
S_32627152,6459,4,5,1
S_147602874,6442,2,3,1
S_24135041,6407,1,3,1
S_91318273,6354,3,4,2
S_24267531,6345,3,5,2
S_44002176,6241,1,3,2
S_35021817,6177,1,3,1
S_102099800,6166,1,4,2
S_132017984,5996,1,3,5
S_47614597,5882,6,5,2
S_84709974,5583,1,3,1
S_93093608,5560,37,31,1
S_21874700,5489,5,4,2
S_94910923,5432,8,4,1
S_125448053,5417,14,9,2
S_40409066,5305,1,4,2
S_53001886,5101,2,5,1
S_88315201,5013,4,4,2
S_106290643,4824,7,4,1
S_3018549,4800,1,3,2
S_92517063,4666,1,4,2
S_144011467,4357,1,3,1
S_120644936,4308,1,3,1
S_34459003,4287,17,6,5
S_56485595,4247,2,3,1
S_48810752,4208,1,2,1
S_157184044,4040,3,5,2
S_19383468,4034,2,3,5
S_145208896,3984,235,15,2
S_131362631,3959,1,3,1
S_22488679,3905,20,7,2
S_79344759,3875,4,4,2
S_144590177,3825,40,17,1
S_137999274,3743,1,2,1
S_14088642,3650,3,4,1
S_20083159,3524,7,8,1
S_94311930,3434,6,5,2
S_108085158,3319,7,5,2
S_44543397,3283,72,74,5
S_93103248,3232,5,8,2
S_57792393,3200,93,20,1
S_106290644,3182,3,5,2
S_143906226,3067,2,4,1
S_151192017,3030,4,5,2
S_96108020,3008,3,5,2
S_149400285,2991,808,103,1
S_124252514,2886,16,8,1
S_7189015,2869,2,3,2
S_18285180,2790,2,7,1
S_38633896,2789,16,6,2
S_118249420,2773,1,5,1
S_158360416,2641,2,3,5
S_31449261,2596,1,2,1
S_129044868,2586,18,8,1
S_115873174,2460,73,17,2
S_64976369,2425,3,4,2
S_131416685,2406,2,4,5
S_113465301,2314,1,4,2
S_103277120,2291,10,22,5
S_145808389,2181,5,6,2
S_154762226,2105,3,4,5
S_90719107,2099,14,14,2
S_94291756,2087,822,104,1
S_102675391,1969,2,5,5
S_48192877,1952,3,8,2
S_150593868,1949,9,7,2
S_63780165,1831,234,12,2
S_55376480,1787,1,2,1
S_94910922,1778,3,4,2
S_78148172,1719,2,3,1
S_118868970,1677,2,4,2
S_94889063,1674,3,8,5
S_100283391,1591,1,4,2
S_148191231,1567,307,164,1
S_163147534,1518,12,5,1
S_154937630,1487,10,5,2
S_102698153,1485,3,3,2
S_117660817,1471,1,3,5
S_147603381,1444,2,5,2
S_26064487,1442,2,4,1
S_93113555,1441,9,8,1
S_46397566,1430,14,15,5
S_67371648,1379,15,9,2
S_130242706,1357,2,3,2
S_133215364,1330,3,8,2
S_36238830,1325,9,7,2
S_163150207,1320,2,5,5
S_75132354,1289,3,12,5
S_163769820,1257,3,3,2
S_152986399,1239,6,4,2
S_47016136,1227,2,4,2
S_163769794,1198,7,4,1
S_66773118,1183,3,3,2
S_163769826,1146,5,4,2
S_11999870,1142,1,3,1
S_144014222,1141,1,4,2
S_115273901,1113,4,6,5
S_161373726,1055,3,3,2
S_61973453,1044,30,22,1
S_72159228,1001,4,4,2
S_23072080,929,3,4,2
S_164946226,892,15,13,1
S_129538716,878,1,3,1
S_121265765,877,2,5,2
S_128450886,825,15,16,5
S_11997202,798,10,6,2
S_54775542,792,1,4,2
S_149397137,722,84,14,2
S_78747053,710,2,3,2
S_140412966,705,2,3,2
S_32647104,696,2,4,2
S_159473411,667,2,7,1
S_49988087,659,5,8,2
S_64976366,657,5,6,2
S_72758179,629,2,3,2
S_14088622,570,17,8,2
S_164966210,566,1,2,1
S_66773113,545,5,9,2
S_11399304,545,24,17,2
S_35019754,530,2,3,2
S_74554465,530,4,4,2
S_30850351,500,2,3,5
S_70339893,485,163,14,1
S_11378660,479,5,6,1
